date,open,high,low,close
2016-08-31,363.5,367.0,359.5,361.0
2016-09-01,363.0,369.0,362.5,368.25
2016-09-02,368.25,374.25,367.25,373.25
2016-09-06,371.0,376.5,369.75,371.0
2016-09-07,371.75,376.75,371.75,375.25
2016-09-08,375.5,377.0,375.5,377.0
2016-09-09,376.75,376.75,376.0,376.0
2016-09-12,382.0,384.5,381.5,383.25
2016-09-13,383.0,383.0,374.75,374.75
2016-09-14,376.75,376.75,376.75,376.75
2016-09-15,401.0,406.75,398.0,399.5
2016-09-16,398.0,404.75,393.75,403.25
2016-09-19,404.0,409.0,399.75,404.0
2016-09-20,402.25,410.0,401.5,406.0
2016-09-21,405.0,409.0,402.25,407.75
2016-09-22,405.25,411.75,404.25,405.5
2016-09-23,403.75,409.5,401.25,404.75
2016-09-26,401.75,407.0,395.25,396.0
2016-09-27,397.25,405.0,394.0,404.0
2016-09-28,404.5,407.25,401.75,403.25
2016-09-29,401.75,406.75,397.75,399.0
2016-09-30,398.5,403.75,390.0,402.0
2016-10-03,399.75,401.75,391.5,395.5
2016-10-04,396.5,398.25,392.5,395.5
2016-10-05,395.0,408.5,392.0,405.0
2016-10-06,407.0,409.5,393.5,395.75
2016-10-07,397.75,401.0,394.25,394.75
2016-10-11,402.75,408.75,401.25,407.25
2016-10-12,405.25,414.0,396.0,396.75
2016-10-13,396.5,417.0,396.5,416.0
2016-10-14,415.25,428.25,414.75,421.0
2016-10-17,418.25,425.75,416.0,423.75
2016-10-18,425.0,425.5,418.25,420.0
2016-10-19,420.5,422.25,413.0,420.25
2016-10-20,419.5,422.75,415.25,417.0
2016-10-21,417.0,418.5,413.25,414.5
2016-10-24,414.25,416.75,400.75,402.5
2016-10-25,403.75,406.75,398.75,404.25
2016-10-26,404.0,414.0,402.75,411.5
2016-10-27,411.5,418.75,411.25,414.5
2016-10-28,416.25,417.5,407.25,408.5
2016-10-31,411.5,417.0,408.75,416.25
2016-11-01,416.25,418.25,410.75,414.25
2016-11-02,414.5,420.25,412.0,417.75
2016-11-03,417.5,420.0,409.0,412.0
2016-11-04,414.0,415.25,410.25,414.25
2016-11-07,414.25,415.75,406.5,410.0
2016-11-08,410.5,419.75,408.25,415.25
2016-11-09,416.5,417.75,403.75,406.75
2016-11-10,409.5,414.25,402.0,404.75
2016-11-14,402.75,403.75,392.5,394.0
2016-11-15,394.0,402.0,392.75,399.0
2016-11-16,399.25,401.0,396.75,397.0
2016-11-17,397.75,406.0,396.5,403.0
2016-11-18,403.0,410.0,400.25,408.0
2016-11-21,409.0,412.0,404.5,410.25
2016-11-22,410.0,412.25,405.25,407.25
2016-11-23,407.0,407.25,396.25,401.5
2016-11-25,401.75,403.75,394.5,395.75
2016-11-28,396.25,397.0,388.75,389.5
2016-11-29,389.0,389.0,382.75,384.0
2016-11-30,384.25,391.5,380.0,380.5
2016-12-01,376.5,379.75,369.5,371.5
2016-12-02,373.0,387.5,371.5,387.5
2016-12-05,389.75,394.0,389.25,389.25
2016-12-06,393.0,393.0,388.25,389.5
2016-12-07,389.0,389.0,385.0,386.25
2016-12-08,396.5,396.5,389.75,390.75
2016-12-09,395.5,400.25,395.5,400.25
2016-12-12,397.75,401.25,397.5,401.25
2016-12-13,400.5,404.0,398.0,398.0
2016-12-14,397.25,397.25,391.5,391.5
2016-12-15,418.0,418.25,408.5,409.25
2016-12-16,407.75,411.0,404.5,409.25
2016-12-19,412.25,413.0,403.0,405.0
2016-12-20,406.0,407.75,400.25,403.25
2016-12-21,402.5,404.5,399.0,399.5
2016-12-22,399.25,400.5,396.5,397.0
2016-12-23,397.0,398.25,392.75,393.5
2016-12-27,394.5,411.0,394.5,409.5
2016-12-28,409.75,410.0,400.25,401.5
2016-12-29,402.5,406.75,402.5,404.75
2016-12-30,404.75,409.25,403.5,408.0
2017-01-03,408.75,414.0,405.75,406.5
2017-01-04,406.5,419.0,404.75,418.5
2017-01-05,418.75,427.0,416.25,426.25
2017-01-06,425.75,428.0,421.75,423.25
2017-01-09,424.75,428.25,421.0,427.25
2017-01-10,426.75,427.25,423.5,426.75
2017-01-11,426.25,426.25,412.0,418.75
2017-01-12,419.0,430.0,414.5,426.25
2017-01-13,426.25,426.75,419.25,426.0
2017-01-17,426.5,437.5,423.75,433.5
2017-01-18,433.25,434.5,428.25,431.0
2017-01-19,430.5,430.75,422.75,423.5
2017-01-20,423.5,428.75,421.5,428.25
2017-01-23,429.0,433.75,427.5,433.25
2017-01-24,433.0,434.75,426.0,426.75
2017-01-25,425.75,428.75,423.0,424.5
2017-01-26,425.25,430.5,421.75,427.0
2017-01-27,426.5,427.5,419.25,420.5
2017-01-30,417.5,419.25,412.75,414.0
2017-01-31,414.0,421.25,413.0,420.75
