time_close,type,volume,price_open,price_close,sl,tp,profit,swap,commission,comment
2025.10.29 21:50,SELL_close,0.02,3929.09,3945.26,3945.26,3909.62,-32.34,0.00,0.00,sl 3945.26
2025.11.18 01:00,SELL_close,0.02,4027.56,4050.49,4050.49,3958.78,-45.86,-0.09,0.00,sl 4050.49
2025.12.11 05:09,BUY_close,0.02,4222.55,4214.04,4214.04,4248.07,-17.02,-0.76,0.00,sl 4214.04
2025.12.18 19:08,BUY_close,0.02,4362.04,4342.41,4342.41,4420.92,-39.26,0.00,0.00,sl 4342.41
2026.01.09 03:07,BUY_close,0.02,4470.01,4454.72,4454.72,4515.89,-30.58,-0.25,0.00,sl 4454.72
2026.01.13 17:01,BUY_close,0.02,4634.64,4622.69,4622.69,4670.50,-23.90,0.00,0.00,sl 4622.69
2026.01.28 03:07,BUY_close,0.02,5117.70,5201.24,5089.85,5201.24,167.08,-0.25,0.00,tp 5201.24
2026.02.04 18:54,SELL_close,0.02,4870.57,4903.19,4903.19,4772.71,-65.24,0.00,0.00,sl 4903.19
2026.02.20 16:44,SELL_close,0.02,4965.80,5054.46,5054.46,4699.81,-177.32,-0.73,0.00,sl 5054.46
2026.03.06 03:50,SELL_close,0.02,5105.42,5127.69,5127.69,5038.61,-44.54,-0.09,0.00,sl 5127.69
2026.03.11 16:01,SELL_close,0.02,5159.19,5184.70,5184.70,5082.67,-51.02,0.00,0.00,sl 5184.70
2026.04.09 17:33,BUY_close,0.02,4776.76,4756.89,4756.89,4836.38,-39.74,0.00,0.00,sl 4756.89
2026.04.17 15:53,BUY_close,0.02,4815.86,4844.68,4806.25,4844.68,57.64,0.00,0.00,tp 4844.68
2026.04.30 03:00,SELL_close,0.02,4546.17,4568.50,4568.50,4479.17,-44.66,-0.28,0.00,sl 4568.50
2026.05.11 16:45,BUY_close,0.02,4742.89,4745.54,4728.47,4745.54,5.30,0.00,0.00,tp 4745.54
2026.05.15 03:25,SELL_close,0.02,4668.86,4634.93,4680.17,4634.93,67.86,-0.09,0.00,tp 4634.93
2026.06.10 04:52,SELL_close,0.02,4284.83,4184.48,4318.28,4184.48,200.70,-0.09,0.00,tp 4184.48
2026.06.17 21:44,SELL_close,0.02,4297.85,4322.10,4322.10,4225.10,-48.50,0.00,0.00,sl 4322.10
2026.07.03 01:00,BUY_close,0.02,4135.98,4097.50,4097.50,4251.42,-76.96,-0.25,0.00,sl 4097.50
2026.07.10 17:20,SELL_close,0.02,4086.84,4105.60,4105.60,4030.55,-37.52,0.00,0.00,sl 4105.60
2026.07.15 01:00,BUY_close,0.02,4099.85,4023.55,4023.55,4328.75,-152.60,-0.25,0.00,sl 4023.55
2026.07.17 16:37,SELL_close,0.02,3967.95,3979.20,3979.20,3934.21,-22.50,0.00,0.00,sl 3979.20
2026.07.29 19:52,SELL_close,0.02,4009.10,4022.64,4022.64,3968.49,-27.08,0.00,0.00,sl 4022.64
2026.07.31 01:00,BUY_close,0.02,4119.12,4095.45,4095.45,4190.12,-47.34,-0.25,0.00,sl 4095.45
2026.08.03 16:38,SELL_close,0.02,4032.49,4025.11,4043.35,4025.11,14.76,0.00,0.00,tp 4025.11
2026.08.11 01:00,BUY_close,0.02,4380.38,4353.49,4353.49,4461.04,-53.78,-0.25,0.00,sl 4353.49
2026.08.14 20:45,BUY_close,0.02,4385.39,4376.92,4376.92,4398.51,-16.94,0.00,0.00,sl 4376.92
2026.08.20 18:17,BUY_close,0.02,4408.85,4538.41,4365.66,4538.41,259.12,-0.76,0.00,tp 4538.41
2026.08.28 17:56,SELL_close,0.02,4544.91,4578.19,4578.19,4445.08,-66.56,0.00,0.00,sl 4578.19
