time,profit
2025.12.15 07:54,11.41
2025.12.16 14:45,-12.87
2025.12.17 08:54,-11.35
2025.12.18 15:44,-9.76
2025.12.19 17:06,15.55
2025.12.22 15:10,18.42
2025.12.23 09:31,-10.82
2025.12.26 01:01,-18.33
2025.12.26 13:10,-6.85
2025.12.29 07:58,-7.91
2025.12.30 10:27,-15.17
2025.12.31 07:40,-15.30
2026.01.02 15:33,-12.83
2026.01.05 07:44,-10.57
2026.01.06 10:25,-7.54
2026.01.07 07:32,-7.96
2026.01.08 08:33,-15.02
2026.01.09 15:30,-6.79
2026.01.12 15:50,34.37
2026.01.13 07:31,-10.82
2026.01.14 14:59,-21.30
2026.01.15 12:24,19.85
2026.01.16 08:49,-12.82
2026.01.19 10:57,-10.52
2026.01.20 10:55,23.56
2026.01.21 08:46,-12.24
2026.01.22 18:26,58.46
2026.01.23 08:11,-7.90
2026.01.26 21:02,-21.53
2026.01.27 16:13,-19.51
2026.01.28 10:05,40.32
2026.01.29 08:00,-23.60
2026.01.30 07:58,-37.42
2026.02.02 11:41,-130.36
2026.02.03 09:32,72.87
2026.02.04 09:26,-27.38
2026.02.05 14:11,-44.93
2026.02.06 17:00,98.65
2026.02.09 09:18,-22.08
2026.02.10 07:53,-18.65
2026.02.11 12:40,23.33
2026.02.12 11:51,-24.88
2026.02.13 10:06,-20.31
2026.02.17 02:52,-27.42
2026.02.18 15:07,-55.98
2026.02.19 12:30,-13.19
2026.02.20 11:13,27.69
2026.02.23 12:58,-14.82
2026.02.24 08:35,-20.64
2026.02.25 09:54,-14.76
2026.02.26 09:02,-12.21
2026.02.27 09:16,-14.71
2026.03.02 09:07,35.62
2026.03.03 08:12,48.18
2026.03.04 09:02,-27.91
2026.03.05 08:08,24.91
2026.03.06 10:28,20.80
2026.03.09 15:42,-42.82
2026.03.10 09:22,-15.97
2026.03.11 08:14,-9.35
2026.03.12 09:45,27.10
2026.03.13 09:18,20.37
2026.03.16 08:16,16.06
2026.03.17 17:41,43.15
2026.03.18 10:45,-16.09
2026.03.19 08:41,42.85
2026.03.20 10:19,-36.35
2026.03.23 08:02,57.34
2026.03.24 22:24,86.48
2026.03.25 13:22,-20.63
2026.03.26 08:01,61.72
2026.03.27 10:17,-25.60
2026.03.30 09:48,41.93
