time_ms,rate
1584835200000,0.0001
1584864000001,0.0001
1584892800000,0.0001
1584921600000,0.0001
1584950400000,0.0001
1584979200000,0.0001
1585008000000,0.0001
1585036800000,0.0001
1585065600000,0.0001
1585094400000,0.0001
1585123200000,0.0001
1585152000001,0.0001
1585180800006,0.0001
1585209600002,0.0001
1585238400000,0.0001
1585267200000,0.0001
1585296000000,0.0001
1585324800000,0.0001
1585353600000,0.0001
1585382400000,-2.715e-05
1585411200000,0.0001
1585440000000,0.0001
1585468800001,0.0001
1585497600000,0.0001
1585526400000,0.0001
1585555200000,-9.91e-05
1585584000000,0.0001
1585612800000,0.0001
1585641600001,0.0001
1585670400001,0.0001
1585699200002,0.0001
1585728000000,0.0001
1585756800001,-7.368e-05
1585785600000,-5.17e-05
1585814400000,0.0001
1585843200000,0.0001
1585872000000,0.0001
1585900800000,0.0001
1585929600000,0.0001
1585958400000,4.881e-05
1585987200000,0.0001
1586016000000,0.0001
1586044800001,0.0001
1586073600000,3.554e-05
1586102400000,0.0001
1586131200000,0.0001
1586160000000,7.54e-05
1586188800000,5.027e-05
1586217600000,-0.00014221
1586246400000,-8.712e-05
1586275200000,8.758e-05
1586304000000,0.0001
1586332800000,0.0001
1586361600000,0.0001
1586390400000,0.0001
1586419200001,0.0001
1586448000000,0.0001
1586476800001,0.0001
1586505600000,0.0001
1586534400000,0.0001
1586563200000,-6.9e-06
1586592000000,9.267e-05
1586620800000,0.0001
1586649600000,0.0001
1586678400006,1.985e-05
1586707200001,0.0001
1586736000001,0.0001
1586764800000,0.0001
1586793600000,0.0001
1586822400000,0.0001
1586851200000,0.0001
1586880000000,0.0001
1586908800000,0.0001
1586937600000,0.0001
1586966400000,0.0001
1586995200000,0.0001
1587024000000,-2.526e-05
1587052800000,0.0001
1587081600000,0.0001
1587110400000,0.0001
1587139200000,0.0001
1587168000000,0.0001
1587196800000,9.454e-05
1587225600000,0.0001
1587254400000,0.0001
1587283200000,0.0001
1587312000000,0.0001
1587340800000,0.0001
1587369600000,0.0001
1587398400000,0.0001
1587427200000,0.0001
1587456000001,0.0001
1587484800000,0.0001
1587513600001,0.0001
1587542400000,0.0001
1587571200000,0.0001
1587600000000,0.0001
1587628800001,0.0001
1587657600000,0.0001
1587686400000,0.0001
1587715200000,0.0001
1587744000000,0.0001
1587772800003,0.0001
1587801600000,0.0001
1587830400000,0.0001
1587859200000,0.0001
1587888000000,0.0001
1587916800000,0.0001
1587945600000,0.0001
1587974400005,0.0001
1588003200000,0.0001
1588032000000,0.0001
1588060800000,0.0001
1588089600000,0.0001
1588118400000,0.0001
1588147200001,0.0001
1588176000000,0.0001
1588204800000,0.0001
1588233600000,0.00040543
1588262400000,0.0001
1588291200000,0.0001
1588320000000,0.0001963
1588348800000,0.00033541
1588377600000,0.00020286
1588406400000,0.00028799
1588435200000,0.00065493
1588464000000,0.0002053
1588492800000,0.00033679
1588521600000,0.00030318
1588550400000,0.0001
1588579200005,0.00020259
1588608000000,0.00018353
1588636800000,0.00021158
1588665600000,0.00033589
1588694400000,0.0001
1588723200001,0.0001
1588752000000,0.00023099
1588780800000,0.00058198
1588809600000,0.0001
1588838400011,0.0001
1588867200000,0.00010111
1588896000000,0.000687
1588924800001,0.00027607
1588953600000,0.00021374
1588982400000,0.00039213
1589011200000,0.00018668
1589040000000,0.000217
1589068800000,0.00015215
1589097600000,0.0001
1589126400000,0.0001
1589155200000,0.0001
1589184000000,0.0001
1589212800000,0.0001
1589241600000,0.0001
1589270400001,0.0001
1589299200000,0.0001
1589328000000,0.0001
1589356800000,0.0001
1589385600000,0.0001
1589414400000,0.0001
1589443200000,0.0001
1589472000000,0.0001
1589500800000,4.486e-05
1589529600000,-3.957e-05
1589558400001,0.0001
1589587200008,0.0001
1589616000000,-5.47e-05
1589644800000,0.0001
1589673600002,0.0001
1589702400000,-4.057e-05
1589731200000,0.0001
1589760000000,0.0001
1589788800000,0.0001
1589817600001,0.0001
1589846400005,0.0001
1589875200000,0.0001
1589904000000,0.0001
1589932800000,0.0001
1589961600000,0.0001
1589990400006,0.0001
1590019200000,0.0001
1590048000000,0.0001
1590076800000,0.0001
1590105600006,3.518e-05
1590134400000,0.0001
1590163200000,0.0001
1590192000003,0.0001
1590220800000,0.0001
1590249600000,0.0001
1590278400006,0.0001
1590307200000,0.0001
1590336000000,0.0001
1590364800000,0.0001
1590393600000,0.0001
1590422400000,0.0001
1590451200000,0.0001
1590480000006,0.0001
1590508800000,0.0001
1590537600000,0.0001
1590566400000,0.0001
1590595200000,0.0001
1590624000000,0.0001
1590652800000,0.0001
1590681600000,0.0001
1590710400000,0.0001
1590739200000,0.0001
1590768000000,0.0001
