time,profit
2025.10.21 17:45,2518.09
2025.10.28 09:01,-376.89
2025.12.29 17:07,369.87
2026.01.30 10:33,2187.59
2026.03.18 13:44,155.08
2026.03.19 14:43,-509.70
2026.03.23 08:44,-472.15
2026.05.20 01:00,58.50
2026.08.26 22:59,-110.93
