profit
-53.46
-52.92
-0.54
-67.50
-51.21
-28.98
-8.60
-87.93
-5.99
-38.97
-1.53
52.15
-0.41
-34.56
-33.48
111.37
-26.19
-36.27
-55.26
-40.32
131.22
-26.82
-23.40
-36.45
-101.07
-0.09
329.31
115.38
-42.93
-58.41
-52.65
-1.08
-74.61
-28.31
157.68
-71.82
-0.81
-82.71
-3.58
-44.37
-48.33
-52.11
-0.09
-49.59
184.95
150.66
250.15
164.16
-32.94
303.57
334.57
319.50
-63.00
-85.14
-62.62
-1.13
196.02
-95.13
-79.56
397.93
-95.31
-155.77
503.28
-234.81
661.09
479.34
0.00
-110.52
440.46
503.91
472.99
515.25
-150.66
415.71
-99.63
304.87
226.26
266.13
-111.24
-125.46
292.63
-110.61
-124.38
-0.45
391.86
-128.25
-16.34
-0.27
-1.44
306.00
-167.13
-144.72
-126.00
-1.08
-125.28
-21.36
313.74
-3.78
-47.52
-75.51
247.86
-84.24
-65.34
-67.23
-80.37
-155.43
-71.55
-3.02
-157.82
-0.81
-0.72
471.01
-1.08
-0.90
-99.99
-88.56
-149.45
-103.68
-0.36
-122.85
-165.54
457.69
-2.12
382.59
391.99
-196.07
-155.97
-127.35
329.58
-81.54
469.39
-179.19
474.03
-0.45
-121.86
-126.18
-292.41
1218.98
2150.55
2505.87
-206.10
-175.95
603.09
-282.06
-3.38
-202.68
-0.18
-363.67
-199.98
-221.76
-129.06
-163.80
474.12
-101.43
-100.33
-238.05
1016.86
552.33
-179.46
-191.07
-96.12
-95.94
-150.84
-296.91
1155.19
-183.69
-169.11
-1.85
-372.02
-3.69
-183.15
525.69
-82.89
374.31
-429.21
-0.63
370.89
312.93
-646.38
-300.69
-840.42
-288.45
592.74
-366.03
-176.94
360.27
-1.98
-243.00
-243.99
-252.36
-0.54
-126.14
-140.94
-131.85
203.85
-107.46
593.23
272.70
-137.34
-68.85
-181.98
-0.63
-51.35
205.02
-48.15
-0.36
-122.47
-180.90
572.98
-118.17
-0.59
503.93
-2.70
-1.44
-110.25
-129.69
521.05
-0.36
-189.86
-67.86
-0.45
-280.94
-101.88
342.99
-170.64
-73.44
-135.45
-1.35
-79.65
-102.87
209.97
-125.82
-125.91
-59.04
-1.35
-148.30
-2.25
-201.15
401.94
632.25
-214.20
-1.71
297.81
-2.16
-123.30
-170.24
-127.26
284.71
362.97
-1.44
417.82
-90.36
-254.66
-110.97
-171.27
0.00
-1.80
362.16
-127.98
322.29
-91.80
-122.58
-68.04
-134.73
-66.15
156.73
-91.44
-147.60
-144.63
-0.54
-0.36
-85.41
-66.78
-91.35
-43.92
-1.71
-131.90
-122.13
-3.24
-122.04
