final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio,tracking_error,benchmark_beta,avg_turnover,total_turnover,rebalance_count,rebalance_turnover_mean,rebalance_turnover_max,position_adjustment,rebalance_tolerance,dropped_target_adjustment_count,dropped_target_adjustments,risk_xray_hhi,risk_xray_effective_n,risk_xray_annualized_vol,risk_xray_max_drawdown,risk_xray_avg_invested
730.0279054378526,-0.8539944189124294,-0.4246536705166529,-0.8552360233184901,-3.649242384730206,-0.4965,-4.829,0.23806024981631155,2.1917,0.6848,22,50.3,1361,0.245827,-1.099822,-2.7111,0.227185,-0.1718,0.019918,1362.719337,1361,0.9996326230712711,1.0,hold,0.0,0,[],1.0,1.0,0.1483639026267805,-0.2919235655114287,0.07526896170252223
