time_close,type,volume,price_open,price_close,sl,tp,profit,swap,commission,comment
2026.05.21 20:10,SELL_close,0.02,4496.91,4528.01,4528.01,4490.68,-62.20,0.00,0.00,sl 4528.01
2026.05.22 15:19,SELL_close,0.02,4511.64,4535.21,4535.21,4496.63,-47.14,0.00,0.00,sl 4535.21
2026.06.10 02:45,SELL_close,0.02,4284.83,4214.32,4320.08,4214.32,141.02,-0.09,0.00,tp 4214.32
2026.06.17 17:47,BUY_close,0.02,4359.88,4340.24,4340.24,4399.16,-39.28,0.00,0.00,sl 4340.24
2026.06.17 21:44,SELL_close,0.02,4295.40,4326.44,4326.44,4233.32,-62.08,0.00,0.00,sl 4326.44
2026.06.19 02:45,SELL_close,0.02,4219.08,4190.21,4233.52,4190.21,57.74,-0.09,0.00,tp 4190.21
2026.06.29 15:10,SELL_close,0.02,4030.87,4048.89,4048.89,3994.84,-36.04,0.00,0.00,sl 4048.89
2026.07.02 01:00,BUY_close,0.02,4097.38,4026.17,4026.17,4239.80,-142.42,-0.76,0.00,sl 4026.17
2026.07.03 01:00,BUY_close,0.02,4117.66,4095.18,4095.18,4162.62,-44.96,-0.25,0.00,sl 4095.18
2026.07.07 17:04,BUY_close,0.02,4172.59,4153.43,4153.43,4210.91,-38.32,0.00,0.00,sl 4153.43
2026.07.10 16:43,SELL_close,0.02,4086.84,4101.82,4101.82,4056.87,-29.96,0.00,0.00,sl 4101.82
2026.07.15 11:13,BUY_close,0.02,4089.75,4018.79,4018.79,4231.66,-141.92,-0.25,0.00,sl 4018.79
2026.07.17 16:37,SELL_close,0.02,3966.25,3982.22,3982.22,3934.31,-31.94,0.00,0.00,sl 3982.22
2026.07.29 19:54,SELL_close,0.02,4008.62,4024.41,4024.41,3977.03,-31.58,0.00,0.00,sl 4024.41
2026.08.03 16:00,SELL_close,0.02,4044.67,4051.84,4051.84,4037.45,-14.34,0.00,0.00,sl 4051.84
2026.08.03 21:52,SELL_close,0.02,4031.79,4043.34,4043.34,4025.44,-23.10,0.00,0.00,sl 4043.34
2026.08.12 15:43,BUY_close,0.02,4379.84,4435.54,4351.99,4435.54,111.40,-0.50,0.00,tp 4435.54
2026.08.14 20:47,BUY_close,0.02,4393.39,4376.28,4376.28,4398.51,-34.22,0.00,0.00,sl 4376.28
2026.08.20 01:00,BUY_close,0.02,4414.26,4516.93,4362.93,4516.93,205.34,-0.76,0.00,tp 4516.93
2026.09.16 22:10,SELL_close,0.02,4394.22,4235.64,4473.51,4235.64,317.16,-0.91,0.00,tp 4235.64
